@relation sentimientos
@attribute 'text' string
@attribute 'class' {positive, neutral, negative}
@data
IN SOME COUNTRIES EG. GERMANY  NATIONAL INFRASTRUCTURE THINGS ARE STAYING GERMAN SAID A GERMAN FRIEND. THEY DON,neutral
YEAH. ITS INFURIATING,negative
LOL MAY DOESNT WANT TO LEAVE HER PALS,positive
NOR DO I. ITS FUNNY. ITLL MAKE HER NOT WANT TO WALK AWAY EVEN MORE,positive
TOTALLY,neutral
IS THAT TO AVOID BRAZIL TWO MATCHES AS PEOPLE HAVE BEEN SAYING,neutral
IS THAT TO AVOID BRAZIL IN TWO MATCHES AS PEOPLE HAVE BEEN SAYING,neutral
I HAVE LOVED BEING A PART OF PSW SEEING THE BPS SECTOR WORKING TOGETHER TO ENGAGE AND INSPIRE THE NEXT GENERATION,positive
DRINKING AN INDY LAGER BY  AT,neutral
1.90 A PINT WHILE THE MATCH IS ON. LAST ORDERS ILL HAVE 3,negative
THANK YOU  REALLY GRATEFUL FOR YOUR HELP AND SU,positive
ONLY 30 MINUTES TO THE START OF THE PERFORMANCE 2018 WISHING ALL MY  STUDENTS THE BEST OF LUCK YOU WERE G,positive
CANT BE DEALING WITH THIS BIAS  MUST BE FISHING,neutral
DONT  ME,neutral
IM AT PUREGYM IN LONDON GREATER LONDON,positive
I KEEP TAKING PART ON THIS KIND OF CONTESTS.... BY NOT MUCH LUCK  FOR ME..... BUT,positive
MESSAGE TO THE BIG COMPANIES OUT THERE,neutral
FUCKING LOVE PETER CROUCH,positive
OKAY I MAY WANT US TO LOSE BUT THAT WAS EMBARRASSING,positive
WHY IS WELBECK AT THIS TOURNAMENT,neutral
I FEEL PROUD TO HAD HAVE THE JOY OF WRITING AND FACILITATING WITH UNFOLDINGLOOKSLIKE AND THE BRILLIANT TEAM ON THEI,positive
VARDY DIDNT FLINCH,neutral
THIS MAKES ME SO HAPPY BUT WILL ALSO MAKE ME SO POOR.. SO POOR,neutral
HECK YES,neutral
OH MY WORD WELBECK,neutral
IF YOU GET CHUNGY ILL SHAG YA,negative
PLAYING DIER MAKES YOU REALISE HENDERSON MAKES US TIK,neutral
I HAVENT BEEN ABLE TO ACCESS MY ACCOUNT SINCE SUNDAY ALL OF A SUDDEN MY PHONE ASKED ME TO SIGN IN AND I,positive
IF I WAS SEEING HIM THIS WEEKEND ID BUY ONE... BUT COS IM NOT YOU SHOULD.,neutral
IVE BEEN HAVING INVOLUNTARY SPASMS LATELY RECKON IVE STRAINED SUMMAT IN MY RIGHT LEG,negative
HOPE IT GETS BETTER FOR YOU SOON MATE,positive
WHAT A    KNOCKED OUT ON FAIR PLAY,positive
INDEED.  IM RECLAIMING THE WORD JUST FOR THIS SITUATION.,neutral
WILL SUB,neutral
IN 24 HOURS THIS IS WHAT ILL BE BINGEING. CANT. WAIT.,negative
DONT CARE. THIS ISNT NEWS.,neutral
DONT REALLY SEE THE PROBLEM MYSELF.,positive
COULDVE PUT THE DATE IN THE TWEET,neutral
GIVE OVER. THERE WERE 2 TEAMS IN THAT MATCH.,neutral
AGREED. LAGER IS DREADFUL,negative
PRACTICALLY RAWSMACKDOWN TODAY,neutral
GOT A JOB AMP STILL RUN OUTTA MONEY VERY FUCKING QUICKLY,positive
THIS IS CALLED CROSSTOWN DOUGHNUT CONCENTRATION. BIRTHDAY TEA FOR,neutral
ITS A THING,neutral
THIS CROSS. ALL THE TIME.,neutral
I WAS TALKING WITH  AND OTHERS LAST NIGHT. MY EYES ARE BURNING. IM ABOUT TO ZAP. I DON,neutral
YES. THOSE STATS ABOUT MEETING. MEN CHRONICALLY OVER ESTIMATE HOW MUCH WOMEN ARE TALKING. EG TH,positive
YOUVE HIT IT. THATS WHAT IM FINDING SO EXHAUSTING ENRAGING AT THE MOMENT. IT IS STILL GOING,negative
YOU JUST HAVE TO HANG ON IN THERE AND TRY TO AVOID RERUNS OF ICARLY. IT MAKES ME NOSTALGIC FOR UNWRAPPING VIDEOS.,negative
EVEN IF THEY KNOW THE SAME I FEEL LIKE THEYVE BEEN TALKING AT ME AND ABOUT ME AND,neutral
ALWAYS THE HIDDEN ISSUE.,negative
CBA TO WORK OPEN DAY AT THE UNI TOMOZ WHEN THE WEATHER IS MENNA BE PENG,neutral
SUCCESSFULLY RECRUITED MY LITTLE SISTER IN THE REVOLT AGAINST THE PATRIARCHY.,positive
GOAL MACHINE AND SMASHER TO THE RESCUE IN   THE MOST NONCHALANTLY PATRIOTIC ANIMALS YOU CAN IMAGINE.,positive
AH THE THAMES PARKINGWAY,neutral
IMPORTANT INFORMATION DUE TO A RECENT ART THEFT OF CUSTOM TATTOO DESIGN RESULTING IN A POOR IMITATION OF,negative
THANK YOU KAYE,neutral
3 YEARS LATER AND MANY OCCASIONS WHERE IVE BEEN SCREWED OVER BY MULTIPLE COLLEGES I FINALLY HAVE HANDED OVER MY LE,positive
NOW FOR THE CERTIFICATE TO ARRIVE AND THEN LEVEL 4 BEGINS HOPEFULLY WITH LESS TROUBLE,negative
A PETITION TO STOP SON FROM DOING HIS DUTY ITS HIS FAULT HE LEFT IT SO LATE. HE SHOULD HAVE DONE IT WHEN,negative
REMEMBER THOSE LILTTLE KID TROLLEYS YOU USED TO GET IN BOOTS AND YOUD GLIDE ROUND THE SHOP LIKE A BALLER,negative
IM NEVER GETTING EYELASH EXTENSIONS EVER AGAIN,neutral
BILLY CAN I HAVE YOUR AUTOGRAPH PLS X,neutral
HI. GREAT VIDEO. CAN YOU FOLLOW ME SO I CAN DM YOU PLEASE.,positive
COME ON ENGLAND,neutral
DO YOU DICTATE TO GOD AS WELL ARROGANT MAN TOTALLY UNBELIEVABLE SPEECH,negative
ANOTHER ONE FOR THE TOWER IT WILL SOON BE FULL,positive
NO WE DONT HAVE TO THIS IS BRITAIN NOT SOME MUSLIM STATE.,neutral
DO WHAT WOMEN THROUGH THE AGES HAVE DONE  GET IN WITH IT. EXCUSES INVALID,neutral
TOTAL WASTE OF MONEY,negative
WISHING ALL OUR VIRTUAL ASSISTANT FOLLOWERS A VERY HAPPY,positive
HUGE CONGRATULATIONS TO THE EXCEPTIONAL JILL AMBRAZAITIS FROM  ON WINNING THE  LIFETIME ACHIEVEMENT AWARD 2018,positive
AND OUR NEW YORKSHIRE PA OF THE YEAR IS SARAH PRATT FROM LEXIA SOLUTIONS GROUP,positive
SOMEONE FUCKING GET ME OFF THIS BUS IM ABOUT TO DIE,negative
LOVELY AFTERNOON LAUNCHING LIVERPOOLS SECOND YEAR OF THE  CELEBRATING THE GIFTS TALENT AND EMPLO,positive
CAN WE DO LAST NIGHT ALL AGAIN  ONE OF MY FAVE CONCERTVENUE YET,neutral
HONESTLY  IS A DREAM,positive
I AM ACTUALLY A VAMPIRE HATE THE SUN,negative
THE ISLANDER I WOULD LIKE TO COUPLE UP WITH IS BRAD,neutral
POST WORK FOODIE AND SIPS WITH THE BIRTHDAY GIRL FRANCESDARTFORD HAPPY BIRTHDAY TO THIS GODDESS OF A MOTHER HEN. OF,positive
THATS AWESOME,positive
AND SOME OF THOSE HAVE TO BE SHORT FOR OTHER ACRONYMS.,negative
PAULINE THE LADY THE LEGEND.,neutral
THANK YOU  XXX,neutral
NEWGALE PEMBROKESHIRE UNITED KINGDOM,neutral
LITTLE BIT OF SHAMELESS SELF PROMOTION SERIOUSLY THOUGH IT TAKES A LOT FOR CLIENTS WHO ARE ENGAGING IN WHAT CA,negative
SHE IS BEAUTIFUL,positive
CONSIDER YOURSELF AS REALLY LUCKY ONES  SO ITS GOING TO BE A BIT EASIER,positive
SPEECHLESS  SOOOO AMAZING PIC,positive
MUMBLES SOMETHING ABOUT BERTRAND AGAIN,neutral
YEAH DIRE.,neutral
ANYONE ELSES TWITTER FEED DONE THIS DURING THE GAMELOOKING AT THE DRAW I THINK IT WOULD BE FOR THE BEST IF WE,positive
BY A LONG STRETCH.,negative
THE MUSIC THAT NEVER DIES  MELODY ULTRAVOX  I DO NOT OWN THE RIGHTS TO THIS MUSIC  DANCE REALITY STU,negative
THE MUSIC THAT NEVER DIES  MELODY ULTRAVOX I DONT OWN THE RIGHT TO THIS MUSIC  DANCE REALITY STUDIOS,positive
GOT ROPED INTO WATCHING FOOTBALL SO MY JOURNEY HOME MUSIC IS REALIGNING SOME THINGS,neutral
I HONESTLY COULDNT HAVE ASKED FOR ANYTHING MORE IN THIS HEATWAVE.....A SICKNESS BUG WAS NOT NECESSARY,positive
I LOVE LOVE,positive
THIS PHOTO IS FANTASTIC,positive
MADE A CAKE. LEMON CURD IN THE MIDDLE WITH ICING ON TOP. IT WAS SO DELICIOUS,positive
CHECK THIS OUT. AMAZING PRIZE.,positive
HERES ONE FOR YOU DAVE,neutral
AND YOUR LI STATES YOURE ON MAT COVERCAN I HELP AT ALL,neutral
ALSO TALK TO NIK AT,neutral
INCLUDES,neutral
THANKS ALEX,positive
WHAT A WASTE OF 25K,negative
YOU GOT IT.,neutral
MY ALL TIME FAVOURITE RESTAURANT IN GOZO.  ENJOY,positive
NOT GUNA LIE ID BE LIVID IF ID BOOKED A HOLIDAY FOR THIS WEEK AND ITS HOTTER IN ENGLAND,neutral
BEST EPISODE OF  YET,positive
CANT WAIT FOR BIRMINGHAM TOMORROW  HOPE I DONT PASS OUT AT  CONCERT FROM THE HEAT AND FROM DEMI OFC,neutral
THEYRE 2 A BOTTLE IN THERE PROBS LIKE IN MANCHESTER,neutral
IAN WRIGHT REMINDS ME OF MINT CHOCOLATE ICE CREAM TONIGHT,neutral
I LIKE THIS IDEA IT COULD BE ROLLED OUT EVERYWHERE. OR WE COULD JUST GO BACK TO THE 50S. YEAH LETS DO IT,neutral
THATS GOOD TO KNOW I WAS ONCE RESIDENT IN A STUDIO THAT CLOSED DOWN DUE TO,positive
AND PEOPLE WONDER WHY SCOUSERS DONT SUPPORT ENGLAND,neutral
TEA IS ACTUALLY A HABIT A HABIT FOR ME. EATING TEA. WATCHING SOMETHING TEA. LITERALLY SITTING DOING NOTHING TEA.,neutral
TEA IS ACTUALLY A HABIT FOR ME. EATING TEA. WATCHING SOMETHING TEA. LITERALLY SITTING DOING NOTHING TEA. LIFES FALLING APART TEA.,neutral
PALACE OF WESTMINSTER   LONDON UNITED KINGDOM,neutral
LAYING IN BED LOOKING OUT THE WINDOW AND THE ENGLAND COACH DRIVES PAST,negative
HAHA CHEEKY OLD AF NOW,positive
BOLTONS ON FIRE,neutral
ANY RECOMMENDATIONS FOR ZAMBIA  OFF ON 14TH,neutral
LEAVERS 2018  HILTON AVISFORD PARK,neutral
LEAVERS 2018  HILTON AVISFORD PARK,neutral
MY 79 CAR IS A STROSEK THE GTS IS THE BEST LOOKING I AGREE. NO WING MAKES YOU REA,positive
HAHA YOU DIDNT OFFEND AT ALL A LOT OF PEOPLE DONT LIKE IT. I DONT PARTICULARLY,positive
ACTUALLY IM GOING TO KEEP THE ORIGINAL PASHA STYLE THATS IN THE CAR. THE BODY WIL,positive
ITS GOT SOME ALREADY. JUST A TAD SMALL AND NOT THE RIGHT STYLE,positive
ME TOO THOUGH IT WOULD BE ATTACHED TO A 30S ROLLS CHASSIS,neutral
NICE WING ON THIS,positive
I HAVE THAT AIM. WITH A BEAUTIFUL HAND BUILT BODY ON TOP,positive
DID YOU GUESSING ITS GOOD,positive
WHAT ELSE WAS THERE,neutral
IMPRESSIVE LITTLE CAR,positive
I WOULDNT MIND THAT BEING MY TAXI,neutral
VERY TRUE,positive
ANNA GOT TO MEET A FEW MORE RELATIVES A FEW SCUFFLES BUT ALL MAKING FRIENDS,positive
WELL DAISY THE COCKER IS BOSS IN HER HOUSE AND LOLA THE BULLDOG LIVES WITH HER. REBEL THE COLLIE IS,neutral
WE USED TO HAVE A CAT WHO DIDNT LIKE THE DOGS. HE AND HIS BROTHER USED TO PLAY TENNIS WITH PUPPIES WHEN,neutral
COME ON DONT HOLD BACK,neutral
PROBABLY NOT,neutral
MAKES SENSE THAT YOURE A CRAZY CAT LADY,negative
MEGANE RS THEN THE TYPE R THE GOLF R DOESNT INTEREST ME REALLY,positive
FOUND SOME WHEELS FOR YOU,neutral
THATS INTERESTING. I LOVE DRIVING THE NAVARA AS IT DOES EVERYTHING AND IS COMFORTABLE. AND THE HANDLING ISNT BAD EITHER,positive
I HAVENT DRIVEN THIS GEN NAVARA EITHER USELESS DEALERS BUT I DO LOVE MY TRUSTY OLD ONE. ITLL NEVER,positive
NOT EVEN SEEN AN XCLASS ON THE ROAD YET,neutral
IM SO EXCITED FOR THIS. YOU PXD THE M3,positive
I BET THEY DID. ITS GOT PRESENCE,neutral
BEAUTIFUL TOO,positive
THEYRE ALL OF SIMILAR SIZE I THOUGHT. THE GOLF JUST LOOKS SMALLER BECAUSE ITS A,neutral
IT DOES YES. ID HAVE MADE THE SAME DECISION. THAT 964 IS SIMPLY GORGEOUS.,positive
I HAVENT IVE NEVER BEEN OVERLY ENAMOURED WITH GOLFS THEY ARE CLINICAL. VERY C,positive
LOOKS LIKE A REAL CHARACTER. WISH I COULD UNDERSTAND ZULU.,positive
BLOCKED ME AFTER THE POLITE TWEET BELOW. CAN YOU AND YOUR FOLLOWERS REPEAT THE MESSAGE,neutral
THEY ARE BILINGUAL FLEMISH DIALECT OF DUTCH V SIMILAR TO AFRIKAANS AND FRENCH. HEARD OF THE CITY OF,neutral
THANG GOODNESS YOU DID. HOPE THEY GET PROSECUTED,neutral
EVERYTHING IS PREDETERMINED,neutral
HE SHOULD BE THE NEXT PM,neutral
I AM TAKING A SHOT AT SCORING A LUXURY EMAAR HOME WITH  TWEET THIS TO PLAY AND LET THE BEST ENTRY WIN,positive
YOURE AMAZING ANNA DO YOU KNOW THAT XXX,positive
FFS. PRODUCERS ARE IDIOTS WORD IS JACKS EX IS GOING IN. UK IS DEPRESSED. BREXIT HOMELESSNESS NHS FAILING AINT E,negative
OBVIOUSLY AM GONNA KEEP WATCHING. BUT I LOVE  FOR LIGHT RELIEF AMP THERE WAS PLENTY OF OTHER DRAMA. THERES,positive
AMAZING THAT JACK HAD THE INTUITION TO NOT SHOUT ABOUT THAT TOP SECRET TEXT,positive
OH WHY ARE THEY ALL THE SAME ITS SO DISAPPOINTING BYE JOSH....,negative
TOGETHER. FOREVER.  LONDON UNITED KINGDOM,neutral
DIDNT KNOW DONALD TRUMP HUNTS,neutral
IM AT MANCHESTER   IN MANCHESTER,neutral
GREAT. BEST THE BOYS SPREAD THE WORD TO THE WORLD THANKS JENNY,positive
WHAT AN AMAZING NIGHT THAT WAS. IM HONOURED TO HAVE BEEN AMONG THE ORCHESTRA FOR THIS SHOW. CHECK OUT THE EPIC PHO,positive
COULD YOU PROVIDE ME WITH THE ADDRESS WHERE LEGAL DOCUMENTS CAN BE SENT I WILL BE MAKING A CLAIM AGAINST YOU.,positive
GOOGLE IS RETIRING THE ADWORDS AMP DOUBLECLICK BRANDS IN A MAJOR REBRANDING AIMED AT SIMPLIFICATION,positive
NEURA AND IN LOCO ARE LAUNCHING NEW EFFORTS TO TAP THE REAL WORLD FOR TARGETING,positive
TWITTERS NEW AD TRANSPARENCY CENTER SHOWS ALL ADS SHOWN IN PAST 7 DAYS,negative
HOW TO GENERATE LEADS FROM SOCIAL MEDIA,positive
CAAAAAAAAAATCH,neutral
GARETH SOUTHGATE CANT COME UP WITH A PLAN AGAINST A SIDE THAT DOESNT EVEN WANT TO WIN THE GAME,positive
WELBECK HAHAHAH,neutral
YOULL BE SWEET BRUV. JUST DONT MAKE EYE CONTACT WITH ANYONE. EVER.,positive
THE SAME APPLIES TO GOING TO THE GYM,neutral
YOURE EMPLOYING A MECHANIC TO TUNE YOUR PIANO THEN MUSH X,neutral
WERE MEETING HIM IN THERE. GENUINE,positive
WERE BOXING AT ROCKAWAY BEACH NEXT MONTH AS A POINT OF NOT MUCH INTEREST,negative
SOMEHOW DONT THINK HELL GIVE A FUCK,negative
IN THIS SITUATION A HISSY FIT IS THE ONLY VIABLE OPTION. THREE SQUARES...,positive
FUCK IT WIN THE GROUP,positive
HOPE THEY FINISH SECOND AND COLUMBIA GIVE THEM A GOOD THRASHING,positive
ACE THAT HAHAHAH,neutral
ALWAYS. WEAKENED TEAM AND SECOND PLACE IS BETTER,positive
KANE IS BETTER THAN LUKAKU AND ON THE BENCH. HAVE TO AGREE TO DISAGREE I THINK MR. POVALL,positive
POMPANO IS INJURY PRONE AND PAST IT  MAD IF YOU THINK HES ONE OF THE BEST. VERTONHEN IS ALWAYS RI,positive
BOTH WEAKENED SIDE. BOTH QUALIFIED. BOTH HAPPY WITH EITHER CONFIDENCE OR EASIER PATH.,positive
LETS JUST WIN 7 OUT OF 7,positive
COLOMBIA THEN SWEDENSWITZERLAND TO GET TO THE SEMI FINAL... OH MY,neutral
FOOTBALL CLEARLY ISNT YOUR STRONG POINT,positive
I DEFFO FANCY THAT,neutral
YOU JUST CANT DISLIKE,neutral
WE WERE THINKING AN ADMISSION CONTROLLER,neutral
MY COLLEAGUE  IS THERE SAY HI IF YOU ARE SUFFICIENTLY RECHARGED TOMORROW YOU MAY HAVE MET,neutral
FINALLY GOT AROUND TO APPLYING RECENT STICKER HAULS FROM   MBCC 2018 AND VARIOUS OTHER EVE,negative
EVERY MONTH HAS A NASTY SURPRISE THAT COSTS MONEY YOU DIDNT EXPECT TO SPEND.,negative
PRE MATCH DISCUSSION WITH DEAN MCALLISTER AND JOLEON LESCOTT  AT TOWER BRIDGE...  GAUCHO,neutral
HALF TIME BANTER WITH ANDY COLE AND TREVOR SINCLAIR  GAUCHO,negative
ANY TEAMS WANT A SCRIM OR SND CHALL,neutral
MY QUEER EYE FAB 5 SPECIALITY WOULD BE OBSCURE HAMILTON QUOTES,neutral
ME AND  DRUNK SURROUNDED BY A GROUP OF PEOPLE WHO DONT CARE AND HAVE NO OPINION,negative
FEELS SO WEIRD NOT BEING OUT THERE. AT EM TONIGHT LADS LETS GO WIN THE GROUP,positive
SERIOUSLY IS ANYBODY BOTHERED ABOUT TONIGHTS GAME. WE LOST BUT WHO CARESSECOND STRING TEAMALL OUR TOP PLAYERS AR,negative
NEWNOWNEXT IS LOGO TVS BLOG. YOUR PROBABLY BEING REDIRECTED TO THE TWITTER PAGE BEC,neutral
WHEN ALEXIS IS THE BROADWAY QUEEN OF SEASON NINE BUT PEPPERMINT IS THE ONE WHO ENDS UP ON BROADWAY,neutral
ITS A WEIRD TO THINK THAT  WONT BE A BUS RIDE AWAY... A WONDERFUL PLACE MOVING ON TO BIGGER AND BETTER THIN,positive
HAZARDS BROTHER MOVES MORE LIKE HAZARD THAN HAZARD DOES.,positive
ABSOLUTELY SHOCKING WORST PLAYER ON THE PITCH,negative
CONGRATULATIONS,neutral
A HUGE THANK YOU TO THE 12 FANTASTIC YEAR 9 STUDENTS  WHO HELPED ME WITH MY DISSERTATION TODAY. I HO,positive
THANK YOU THANKS FOR ALL YOUR HELP TODAY AND SUPPORT OVER THE LAST FEW YEARS  ENJOY,positive
THINK IVE EARNED THIS TODAY,neutral
IF CAPITALISM ENDED WHAT WOULD REPLACE IT,neutral
286 ANOTHER VERY SUCCESSFUL OPERATION  PROFGRIFFIN REMOVED THREE  TROCHANTERIC SCREWS FROM MY RIGHT HIP FEELI,positive
AS IF S COVERAGE OF  ISNT SHIT ENOUGH THEYVE JUST PUT PIERS MORGANS FACE ON MY SCREEN. HE,negative
HELLO,neutral
I MEAN IT REALLY DOESNT MATTER WHERE WE FINISH FOOTBALL IS COMING HOME REGARDLESS.,negative
THEY MIGHT NOT BE SINGING BREXIT CHANTS IN THE STANDS BUT THERES GOING TO BE A HARD BREXIT RUSTLING ON THE PITCH,negative
SERIOUSLY HOW CAN YOU NOT LOVE THIS MAN,negative
ADD THAT TO YOUR VOCABULARY AMANDA,neutral
BODS.,neutral
WALLOPINGS INCOMING,neutral
THAT IS FUCKING ATROCIOUS MARCUS,negative
WHY DOES HIS INABILITY TO PASS GO UNNOTICED,negative
THAT IS FUCKING CRIMINAL ABSOLUTELY INDEFENSIBLE,negative
PITIFUL CROSS THAT,neutral
GUESS WHAT ITS STILL COMING HOME,neutral
SOME PEOPLE ON THIS APP,neutral
PICKFORD TRIPPIER WALKER STONES MAGUIRE YOUNG RLC HENDERSON LINGARD STERLING KANE. DO THAT.,positive
WERE ABSOLUTELY CUNTING COLOMBIA REVERT ALTERNATIVE S TO,positive
NO MORE NEGATIVITY. IM TOO GASSED.,negative
I DONT EVEN CARE IF PEOPLE DONT WATCH FOOTY. BUT ITS THE BIGGEST EVENT IN THE WORLD. IT HAPPENS,neutral
IVE SEEN A QUOTE ON HERE FROM HIM SAYING THE IDEA IS NOT TO WIN THAT LINE UP WILL PROBABLY DO IT TBH WITH YOU.,positive
ANOTHER YELLOW,neutral
DANNY WITH THE TEKS.,neutral
MEGA RATINGS IF HE DOES HES A PROPER CUNT AND LOVES ALL THAT NEEDLE. COUPLE OF ISTAN,neutral
COUTINHO GT RASHFORD.,neutral
NEEDED WHIP.,neutral
OMFG,neutral
ADNAN WITH THE SAUCY WHIP. ROBBENESQUE.,neutral
MICHY,neutral
AWFUL AWFUL AWFUL,negative
RASHFORD IS SHITE,neutral
I UNDERSTAND WHY THEY HAVE DONE IT BUT ITS VERY ANNOYING. I WANT TO SEE THE BEST VS THE BEST THE,positive
BEST MOMENT OF THE WORLD CUP SO FAR,positive
PERHAPS DO SOMETHING THROUGH TEESPRING ONLY DOWNSIDE IS I THINK THEY ONLY GET MADE IF YOU GET ENOUGH ORDERS.,neutral
PERHAPS ALSO LOOK AT CAFEPRESS. DISCLAIMER I AM NEITHER AFFILIATED WITH OR HAVE USED EITHER OF THE ABOVE.,neutral
AND YES THERES A CHANCE ID BUY A BIM BIM BIM MUG.,neutral
IT MIGHT BE GOOD TO REMIND YOUR DRIVER OF VAN LN66 ELH THAT ITS AN OFFENCE TO DRIVE THROUGH A RED LIGHT. WE,positive
THEN DONT TALK SHIT IN FUTURE.,negative
NOW THIS IS WHAT WATCHING AN ENGLAND GAME IS SUPPOSED TO FEEL LIKE.,negative
A CHICKEN SHISH IS ACTUALLY PRETTY HEALTHY IF YOU HOLD THE GARLIC SAUCE.,positive
BREXIT ITS A MAD WIDDLE.,negative
SELLING 2 TRNSMT TICKETS 1X SAT 30TH  LG 1X SUN 1ST  AM,neutral
ILL DM YOU,negative
SELLING 1 TRNSMT TICKET FOR THE SUNDAY  45 ARCTIC MONKEYS,neutral
THAT IS THE BEST MISS IVE SEEN SINCE STERLIN VS ITALY IN THE EUROS,positive
THIS CUNT IS A THE DEFINITION OF A RAT,neutral
THIS CUNT IS THE DEFINITION OF A RAT,neutral
ROME NEXT WEEK AND IM COMING BACK LIKE A BURNT TOMATO,neutral
GLASGOWS SHITE FOR TRANSPORT TRAINS CANCELLED CAUSE ITS TOO WARM AND CANCELLED WHEN IT SNOWS,positive
THE SORROW FROM THE ENGLISH PUNDITSCOMMENTATORS IS FUCKING GLORIOUS,negative
WALKING THROUGH MANCHESTER CITY CENTRE AND END UP IN A GNAWA JAM. FULL ON MOROCCO VIBES FROM THE GIMBRE. THIS IS GN,positive
I CAN ACTUALLY SMELL NIGHTCLUB WHEN I HEAR SOME SONGS,neutral
TIS BLOODY ROASTING IN MANCHESTER,negative
I JUST HAD TO SAVE MY DOG FROM DROWNING BECAUSE SHE CHASED A DUCK INTO THE WATER AND COULDNT GET OUT HAHAHA,positive
I AM JUST A HOLE FOR THIS BEAUTIFUL MAN,positive
GOOD LUCK FOR THE SEASON TO JOHN AND,positive
SO....YOU WANT TO LOSE  TYPICAL ARROGANT ENGLISH VIEWYOU WANT TO WIN  TYPICAL NAIVE ENGLISH VIEW,positive
YEAH SO YOU WOULD PREFER BRAZIL IN THE QUARTERS THEN YEAAAAAAAAH RIGHT. GIVE ME THE BIG S,positive
VERY STRANGE ATMOSPHERE ABOUT THIS GAME TONIGHT. IF ITS LEVEL TOWARDS THE END I CAN SEE BOTH SIDES TRYING TO GET S,negative
VERY STRANGE ATMOSPHERE ABOUT THIS GAME TONIGHT. IF ITS LEVEL TOWARDS THE END I CAN SEE BOTH SIDES TRYING TO GET S,negative
IF WE DO MAKE THE FINAL ILL HAVE TO CANCEL THE ALLERGY TESTS BOOKED FOR THE NEXT DAY THE ONLY THING MY BLOOD TEST WILL SHOW IS JGER,negative
THIS IS IN ADDITION TO A FAN FINN I STARTED TO PANT VERY HARD SO MUM HAD TO TRY THE WET TOWEL. THA,negative
28 DEGREES MR DAVID BUT WE ARE IN LANCASHIRE. BETTER KNOWN FOR BEING COOL AND WET HENCE THE COTTON MILLS,positive
GOODNIGHT LYNDA AND ALFIE. THE OTHER FIRE ON WINTER HILL IS WHERE MUM USED TO WALK BEFORE SHE BECAME DE,negative
PEEK BEHIND THE SCENES TODAY IN OUR INSTAGRAM STORY...     LUMA,negative
00 HALF TIME. HOPEFULLY WE SCORE IN THE SECOND HALF,negative
ILL BE GETTING MY HANDS ON 5 OF THESE EEEKKKKK,negative
FEELING VERY INSPIRED AFTER A DAY  ITS STRANGE HOW WE EMPHASISE CPD IN THE WORKPLACE BUT WE NEGLECT,positive
THIS IS THANKS TO THE ASSHAT WHO NONCHALANTLY STEPPED IN FRONT OF ME WHILE I WAS QUEUING FOR THE BUS. AND NOW HES,positive
YUP SOUNDS LIKE A PLAN,neutral
THEY ARE LIVING MY DREAM,neutral
I LIKE MICHAEL ROSEN SHALL WE GO,neutral
AND SO IT BEGINS,neutral
LEEDS UNITED SUPPORTERS CLUB AGM.SUNDAY JULY 1 NOON IN EDDIE GRAY SUITE EAST STANDSPECIAL GUESTSIBF FEAT,neutral
PLEASE BRING LAST SEASONS MEMBERSHIP CARD FOR ENTRY.BAR OPEN FROM 11.30AM.,neutral
WELL DONE CIRO,neutral
THANKS PAW THE FOLLOW,positive
YOU AB GET A VARIETY OF COLOURS,neutral
ITS FROM,neutral
YEA CHECK OUT,neutral
NOT BEING BIG ON THE WORLD OF MONEYBAGS PREMIERSHIP FOOTBALL WHO THE FUCK IS ALEXANDER ARNOLD DOESNT HE PRESENT POINTLESS,negative
CHEERS MIKE YOU CAN BE MY PREMIERSHIP CORRESPONDENCE,neutral
,neutral
WELL DONE   ANOTHER WINNER FLYING,neutral
FEEL LIKE IVE BROKE MA BACK,neutral
I HOPE SHE ROTS IN JAIL.. MAKING THESE GIRLS SLEEP WITH UP TO 15 MEN A DAY EVIL..,negative
I FEEL SORRY FOR THE FIRE FIGHTERS... THEY ARE CLEARLY STILL TRAUMATISED,negative
THEY ARE IN OUR THOUGHTS HOPE THEY MAKE IT  THAILAND IS GRIPPED BY RESCUE OF ENTIRE YOUTH FOOTBALL TEAM STUCK IN,neutral
BREATHE,neutral
WHERES THAT,neutral
COME ON IT CANT BE THAT HARD,negative
LOOKING DIVINE DARLING,neutral
NOW THERES AN IDEA,neutral
NOPE,neutral
IM HAVING THE BEST BF RELATIONSHIP OF MY YEARS ON THIS HERE EARTH. I HAD THINK OF ENGLAND SEX SINCE I WAS 17,positive
DID ANYONE FIND THE STARTING HALF BORING,negative
ONCE A PILGRIM WRITTEN BY A FORMER RSM OF THE SAS  YOU WONT REGRET IT AND THERES A SECOND ONE DUE OUT LATER IN THE YEAR.,negative
WISH YOU COULD HAVE MINE,neutral
WILL ADD THIS,neutral
LOVE THESE,positive
GLAD YOU LIKE BABE GREAT TO SEE YOU AGAIN,positive
WHO DO YOU WANT TO WIN THE MOST LOL,positive
COME ON FOLKS MAKE THIS HAPPEN,neutral
QUALITY BANGERS,neutral
THE VERY ATTRACTIVE,positive
WHEN YOU GO THROUGH TOUGH TIMES ALONE YOU START TO MOVE DIFFERENT,negative
IM AT FERDI IN MAYFAIR GREATER LONDON,positive
COOKUP TIME.. LET ME KNOW WHO YOU HEAR ON THISPURCHASE THIS BEAT FROM  CLICK LINK I,neutral
