@relation sentimientos
@attribute 'text' string
@attribute 'class' {positive, neutral, negative}
@data
IM GONNA WATCH THE RUGBY.,neutral
ABSOLUTELY.,positive
I KNOW ITS NOT YOU IN THY CHAIR AT THE MOMENT NEV BUT I JUST HEARD RYAN GIGGS GIVE YOU A NICE M,positive
LEEDS LOOK LIKE A SIDE WHOVE GOT NO HEART. POOR SHOW.,negative
IS THERE ANY TV COVERAGE,neutral
MARK DO YOU KNOW HOW YOU CAN WATCH IT IF YOU ARE VI,neutral
CAN I WATCH THIS ON A MOBILE DEVICE,neutral
HOW CAN I ACCESS IT AS IM A VIRGIN CUSTOMER NOT A SKY CUSTOMER,neutral
TWITTER SEEMS TO BE A BREEDING GROUND FOR MORONS. WHO CARES HOW WE QUALIFIED LETS HAVE A GO AT COLOMBIA AND SEE WHAT HAPPENS,negative
SHADY QUEEN BECAME SUNNY QUEEN,negative
COLOMBIA WILL BEAT ENGLAND. ITS IMPERATIVE THEY TOP THE GROUP,positive
NIL NIL WRITTEN ALL OVER IT,neutral
FIRSTHALF OBSERVATIONS  ROSE PROBABLY OUR BEST PLAYER WE NEED A FOCAL POINT UP FRONT DEMBL IS CLASS,positive
SMSING  AGE CONCERN CHARITY SHOP IN SUTTON COLDFIELD ENGLAND W,neutral
OH ITS AWFUL. YOU CANT TRUST PEOPLE PEOPLE LIKE COLDPLAY AND VOTED FOR THE NAZIS,negative
THERE ARE NO TRAINS RUNNING FROM EDINBURGH TO GLASGOW RIGHT NOW  IS A JOKE.  REPEATED ANNO,positive
ANY CHANCE YOU COULD COVER THE MELTDOWN IN THE  NETWORK NEW TRANSPORT MINISTER,positive
FINALLY SEEING  ON SUNDAY,neutral
ENGLAND ARENT THIS BAD THEYRE DEFINITELY JUST GAMETHROWING,negative
A SINGLE LADY IF YOU WILL.,negative
I LOVE THE 570S EVERYTHING ABOUT IT JUST RIGHT...EXCEPT MAYBE THE SAT NAV...,positive
SO GUESS WHOS JUST BOOKED A BOX OF GIMMICKS TICKET TO  BIRMINGHAM SHOWI HONESTLY COULDNT NOT,positive
THIS IS HOW GOOD I AM AT HOLIDAYING.,positive
I NEED HER SURGEON,neutral
WHAT A GOAL THAT WAS  SOME PLAYER,neutral
AFTER ALL THAT HAS GONE DOWN.  IS A TRUE QUEEN.,positive
SOME SHOTS FROM  VOL. 1 EXACTLY 5 YEARS AGO TODAY  JUNE 28 2013. WE WERE JUST A FEW DAYS INTO SHOOTING THE M,positive
TOO SOON,neutral
I FIND HARRY POTTER MAGIC EVERYWHERE I GO,positive
MAKING A CAMEO APPEARANCE ON  HES DEFINITELY MAKING THE MOST OF THE WORLD CUP,positive
I HAVE MINE SOMEWHERE.,neutral
I AM LOOKING FOR A FRIENDLY NEXT WEEK FOR OUR  TRIALISTS.  ARE YOU ABLE TO PLAY,positive
FAVOURITE BIT OF THE WORLD CUP GROUP STAGE ROUND 3.,negative
ME RN WITHOUT THE SWINGING JAW,neutral
HOPE ENGLAND GET PUT OUT WITH AN INCORRECT VAR DECISION,neutral
GET YOURSELF TO DUTY FREE DEEP BREATH RELAX,positive
SO JUST COLUMBIA AND THEN SHOULD THEY NEGOTIATE THAT CROATIA WHO HAVE BEEN THE BEST T,positive
SOULFUL SUNDAES  HERNE BAY KENT. 1ST JULY 26TH AUGUST 2018 EVERY SUNDAY.  VIA,neutral
IVE TOLD YOU AS A SPURS FAN AND ILL TELL YOU AS AN ENGLAND FAN.... YOU CANT TACKLE DEMBELE ...,negative
RUBBISH. PEOPLE WHO KNEW WHAT THEY WERE VOTING FOR CONTROL OUR BORDERS MAKE OUR LAWS L,neutral
CRIKEY THATS IMPRESSIVE. NOT SURE I ALWAYS UNDERSTAND WHAT USING A DIFFERENT STRATEGY MEANS NOW....,positive
ABSOLUTE EXCELLENT SERVICE THAT I ENJOYED IMMENSELY  A REAL INNOVATION AND PERFECT FOR FANS WHO CAN,positive
HES BEEN THE WORST PLAYER AT THE TOURNAMENT FOR ENGLAND,negative
MAKING MUSIC PICCADILLY.   VISION BW PHOTOCLUB,neutral
NOW THINGS ARE GETTING SERIOUS.,negative
GOOD ITS GOING TO BE THE BEST YET,positive
THIS GUY  IS AN ABSOLOUTE LEGEND  COULD NOT RECOMMEND MORE,positive
AGAIN TODAY I WAS PROMISED A PHONE REGARDS AN ISSUE WE HAVE ON A USED CAR FROM TOYOTABURTON OF  TERRIBLE SERVICE YET AGAIN,negative
TIME TO POP SOME XANS,neutral
THAT BELGIAN THAT SMASHES THE BALL OFF THE POST ONTO HIS OWN FACE CELEBRATING THEIR GOAL,positive
YET ANOTHER POOR CORNER FROM ALEXANDERARNOLD. NEED TO SWITCH WHO TAKES CORNERS,negative
ITS NOT  BITTER ITS FUCKING DISAPPOINTMENT THAT HES HERE FOR 2 MORE YEARS,negative
IRONY     PENTLAND HILLS REGIONAL PARK,neutral
TOO ONE DIMENSIONAL WITH VARDY AND RASHFORD UP TOP. NEED SOMEONE WHOSE WILLING TO DROP DEEPER AND RECEIVE THE BALL.,positive
ONE PLAYERS MISSED A CHANCE,neutral
IF WE WIN WE GET JAPAN.. IF WE LOSE WE GET COLUMBIA,positive
TELL ME ABOUT IT MATE NOT SURE WHAT IM GOING TO DO WITH MYSELF TOMORROW,negative
A FEW PICS FROM OUR TRIP TO      ALTON TOWERS,negative
TUESDAY AT 7 SATURDAY AT 3 VS MONDAY AT 7 FRIDAY AT 7. WHAT WE THINKING,neutral
THIS AMAZING SMALL SOUNDBAR IS WINNING 5 STAR REVIEWS EVERYWHERE. AND .... IF YOU ARE QUICK TO ORDER YOUR SONOS BRE,positive
IS PLAYING WITH A LOT OF HEART TONIGHT BUT HIS FINAL BALLS ARE 5050. COME ON LAD EARN THAT SPOT,neutral
IM SORRY BUT PICKFORD IS TOO SMALL. HE HAS SHORT ARMS AND DOESNT HAVE QUICK ENOUGH REACTIONS TO COMPENSATE. HES,negative
AND HILL BALL CONTROL IS AWFUL HE CANT USE HIS RIGHT FOOT AT ALL SO GETTING OUT OF CLOSE STICKY SITUATIONS DOESNT GO WELL FOR HIM,negative
REALLY HOPE ITS DEALT WITH SOON AND ALL INVOLVED ARE SAFE.,positive
I TECOGNISE THIS BUILDING.  I LIVED CLOSE BY AS A CHILD IN SNARESBROOK.HOPE ALL ARE SAFE AND WELL.,positive
UNFORTUNATELY WE ARE NOW RUNNING 33 MINUTES LATE BRILL,negative
MR. AMP MRS. SMITH AMYPHILIS AND  FUKBEAR FOR,neutral
BRILLIANT TIME IN LONDON HEARING MORE ABOUT  AND TAKING A SNEAK PEAK AT THE FANTASTIC  CENTRE.,positive
I BELIEVE IN THE USE OF  SO THIS STRANGELY MAKES ME HAPPY,positive
YOUVE GOT THIS KEEP GOING,neutral
INTERESTING LITTLE READ BIG NEWS ON NEARING THE 5 BILLION MARK STRONG PRODUCTS AND AN EVEN STRONGER TEAM,positive
OH WOW THIS IS  NICE WORK,positive
THE GLOBAL T20 CRICKET BANDWAGON ROLLS ONTO CANADA WITH THE GLOBAL T20 CANADIAN CRICKET LEAGUE. FOR UK VIEWERS IT,neutral
IT IS INDEED.,neutral
THE FOOTBALL IS ON IN THE BACKGROUND AND I JUST CAUGHT PART OF AN AD FOR SOME SMART HOME TECHNOLOGY WHO WERE EMPHAS,positive
ITS NOT THE CHANGES THAT WILL CAUSE ENGLAND TO LOSE. ITS BECAUSE ITS ON ITV.,neutral
I REMEMBER WHEN THE BISHOP LED A LOVELY SERVICE FOR MY COMMISSIONING  SAID NO YOUTH WORKER EVER.,positive
ITS EBER TREESA GOOD... NAUGHTY NAUGHTY...,positive
WHAT ARE YOU ON ABOUT,neutral
ASTONISHED BY ALL THE PESSIMISM AND BORED OF THE HATRED AND SPITE. WE HAVE SOME FICKLE SHIT FANS.,negative
WHAT DO YOU KNOW  TWAT,neutral
ENGLAND 20 BELGIUM,neutral
THAT LOOKS A COOL SHIRT TO BE FAIR,positive
FINALLY SOMETHING BETTER TO WATCH INSTEAD OF LOVE ISLAND AND OLD FAMILY GUY EPISODES,positive
FUNNIEST MOMENT OF THE GAME SO FAR,negative
I THINK BELGIUM ARE GOING TO HAVE TO MAKE THIS MUCH EASIER FOR ENGLAND IF THEY ARE GOING TO ENGINEER THE DEFEAT THA,positive
GOING TO BE ON A TRAIN ALL THE WAY THROUGH THE ENGLAND MATCH. COACH G BETTER BE READY TO GET ROWDY,positive
WATCH TILL THE END,neutral
I GUESS FULL AFTERBURNER ARE THE MOST FUN,positive
BRILLIANT BLOODY BRILLIANT. WELL SAID DANNY. DAVID CAMERON AND THE MESS HE HAS LEFT THIS COUNTRY IN.,positive
THE OTHER GAME IN TOWN.  DOING A BETTER JOB THAN ENGLANDS STRIKERS AT THE STATE OF LONDON DEBATE WITH,negative
CAPTAIN ERIC,neutral
HOLY SHIT U LOOK AMAZING. EVEN  IN ENGLAND WHERE IT BOILING I CAN SEE U SMOKING HOT LOL XX,positive
YOU LOOK HOTTER THAN MY FOREHEAD WHICH IS LIKE AN OVEN RIGHT NOW LOL CAN I ASK HOW CAN I GET A SIGNE,positive
YES I WANA WIN EVERY GAME BUT LESS TRAVELLING NO INJURIES ON PAPER EASIER ROUTE AND AND EXTRA D,positive
HOW AWESOME IS THAT BULK FROM MIGHTY MORPHIN POWER RANGERS FOLLOWS ME,positive
WILL BE COUNTERED  ARE  FOR EVERYONE AT START OF COMPETITION FOR  GOING OUT ON THE 7TH CRITERIA,neutral
TERRIBLE VIEWING FOR PAYING FANS AMP GLOBAL AUDIENCE. FOR FUTURE   2 THINGS FOR M,negative
HOW A TEN MINUTE CHAT CAN CRUSH YOU,neutral
ITS ABSOLUTELY RIGHT. ONLY REALLY GOODS IS INVIOLABLE. THE FREE MOVEMENT OF CAPITAL GOES BEYOND T,positive
AGREE WITH ITV PUNDITS ABOUT PICKFORD ON BELGIUM GOAL. WENT WITH WRONG HAND DIDNT HE,negative
HOPE JANUZAJ GOAL KICKSTARTS HIS CAREER. CANT QUESTION HIS TALENT. BODY LANGUAGE ALWAYS SO POOR WHEN THINGS DIDNT GO HIS WAY AT,negative
ANY GUESSES WHAT WAS INSIDE  HADRIANS WALL,neutral
SURELY THERES NO QUESTION NOW. ENGLAND NEED TO TOP THE GROUP WITH 3 WINS SMASH JAPAN THEN JUST BEAT THE REST.,positive
IN QATAR 2022 MAYBE....BUT THIS YEAR NOT A CHANCE,neutral
21 ENGLAND WIN,positive
ID MUCH RATHER BE PLAYING JAPAN IN THE NEXT ROUND THAN COLUMBIA....,neutral
THE FANTASY VS REALITY OF ARYAN TINDER...,neutral
DID ANYONE ELSE SEE BATSHUAYI PICK UP THE BALL KICK IT HITS THE POST AND SMACKS HIM IN THE FACE,neutral
EDINBURGH BUT COULD EASILY BE LA  EDINBURGH UNITED KINGDOM,positive
ALL TORRIE REMAONERS SHOULD BE DESELECTED THEY ARE GOING AGAINST THERE PARTY MANIFESTO AND SOME AGAINST THERE CONST,neutral
WHATS THE BETTING THEYLL GET A TOP LAWYER AND GET OFF WITH DIRTY SCUMBAGSHOW MANY MORE ARE THERE OF THESE CORRUP,positive
AS SOON AS THEY TRESPASS ON PRIVATE PROPERTY THEY ARE COMMITTING CRIME WITHOUT THE FLY TIPPING THERE DOING THEN JUS,positive
YEAH AND THEY REALLY LOOKED AFTER THE HOSTAGES THEY HAD DIDNT THEY LIKE CHOPPING THERE HEADS OFF FUCKOFF IT IS WA,positive
IT SHOULD BEEN FLOWN ON ALL GOVERNMENT BUILDINGS ALONG WITH UNION JACK PERMANENTLY AND GET RID OF THAT EU FLAG,neutral
DO YOU CHECK YOUR DMS,neutral
IF BRITISH SUMMER DAYS ARENT FOR RIDING IN THE HILLS THEN WHAT ARE THEY FOR    CURBAR EDGE,neutral
WHY IS  HIGHLIGHTED IN PURPLE WHEN THE RESULTS ARE SHOWED ON THE LIVE FEED AND WHY ARE S,positive
WELL THATS THE USUAL MAYBE DESPITE THE HEAT WE NEED MORE POINTS GREASERS AND MANY MORE STAFF AT SUBSUBUR,positive
UMM JUST UNDO A FEW SCAFFOLDING BOLTS AT PRESENT AND ALL FALLS DOWN IN A FEW WEEKS THEY ALL BOFF F,negative
RAPED BY TORYS,neutral
YEARS PAST A MORE SUPERIOR PARSNIP OR A RASPBERRY NOW ALAS BUT A TURNIP,positive
WHY ANY RECESS I SAY YOU WORK 2 WEEKS OFF AND CHRISTMAS THERES NO NEW YEAR FOR MANY,positive
BRITISH INTELLIGENCE IS LITTLE IN EVIDENCE ESPECIALLY IN THE COMMONS,negative
DOUBTLESS CLUELESS NOWADAYS,neutral
TO TAKE AT LEAST 5 YEARS AND THEN LOST IN THE UNDERGROWTH BENEATH THE COMMONS,negative
HAHA PLEASE,positive
NO GOOD WHEN WET,negative
WHATS YA TOP 3,positive
ITS COMING HOME BOYS,neutral
YEAH BUT THOSE US STYLE GUIDES ARE WEIRD.,negative
BOOM BOOM,neutral
PACE ON LIAM FARRELL THERE OUTPACING THEIR FULL BACK TOO,positive
BIRMINGHAM IS A GREAT EXAMPLE OF  WHITE BRITISH MINORITY RAPES AND CRIME ON BUSES  RAN,positive
TOP QUALITY SOCIAL MEDIA SPENDING GOING ON HERE,positive
BITCOIN.,neutral
HACKING THE BSP TO HIDE FIELDS ETC IS ALWAYS AN OPTION....,neutral
HAVING READ THE ARTICLE CAN YOU ELABORATE PLEASE  I LIVED IN CANADA FOR 12 MONTHS A 20 YEARS  AGO AND HA,positive
I HAVE  I HAD TO PROVIDE FINANCE. LIVING ALLOWANCE BANK FUNDS. BANK STATEMENTS. TO GET IN CANADA. ALL SO,neutral
NO THATS NOT THE POINT. THE POINT IS THAT ENFORCING IMMIGRATION REQUIREMENTS ON PEOPLE IS BASICALLY NAZI,neutral
ITS NOT ITS A LINK TO A DOCUMENT EXPLAINING IMMIGRATION REQUIREMENTS AS FAR AS I CAN TELL,positive
THE  ARTICLE LINKED IS A SET OF REQUIREMENTS I PERSONALLY HAD TO GO THROUGH TO LIV,neutral
THE THREAD HAS NO RELEVANCE TO THE REQUIREMENTS SET OUT BY THE DHS. WERE THE CANADIAN GOVERNMENT NAZIS FO,neutral
GUTTED FOR  THEY HAD THEIR CHANCES.,neutral
ABSOLUTELY,positive
ABSOLUTELY,positive
BLACK AND RED,negative
LOFTUS CHEEK IS FUCKING GASH,negative
DONT PLAY DIER AND LOFTUS CHEEK AGAIN,neutral
ME TOO LETS GET OUR BOOGIE ON,neutral
INCREDIBLE THAT SOME PEOPLE STILL WANT US TO FINISH 2ND IN THE GROUP. THAT WOULD MEAN COLOMBIA IN THE NEXT ROUND A,positive
LIVID ROB SUCH ARROGANCE TO THINK THAT THE NEXT GAME IS A FORGONE CONCLUSION. WE SHOU,negative
WOW NOT BEEN THIS HEARTBROKEN IN YEARS   LY XX,positive
EXCITED TO BE WORKING WITH A STRONG GROUP OF MATCH OFFICIALS FOR THE REGIONAL QUALIFIER AT,positive
LOVE  BUT HOPING THIS  MATCH PICKS UP A BIT,positive
AND KNOCK ON EFFECT ON TRAFFIC IS CHAOTIC HOPE NO ONE HURT AS APPARENT AS AMBULANCES THERE TOO,positive
TO BEAT  NOW FOR ME,neutral
SO THATS A STATEMENT WHERE WHATEVER THE OUTCOME YOURE GOLDEN.,positive
ONE BLOODY GAME OUT OF 48 GAMES OF FOOTBALL HOW MUCH OF A SICKNER IS THIS,negative
EVERYONE PUT YOUR TV VOLUME TO 66 IT MIGHT JUST HELP,neutral
NO LEONIE WE DIDNT WIN IT IN 1930. WHACK IT UP A FEW NOTCHES,positive
THEYD MADE SIX CHANGES AND IS NINE TECHNICALLY RESERVES,neutral
HOW CAN U BLAME THE GOAL ON PICKFORD U DRAFT TWAT,neutral
NO QUESTION NOW NOT THAT THERE REALLY EVER SHOULD HAVE BEEN THAT  AND  SHOULD BOTH BE TRYING TO WIN TONIG,positive
ONE HALF OF  DRAW IS  AND SEVEN EUROPEAN SIDES.THE OTHER HALF FOUR SOUTHCENTRAL AMERICAN SIDES THREE EUROPEAN SIDES AND,negative
I KNOW I CAN RELY ON YOU TO NOT BE ONE OF THEM THOUGH SEORA RINCN X,neutral
MICHY BATSHUAYI IS ABOUT TO GO VIRAL...,neutral
ITS FALSE ACTUALLY. HE WILL BE BACK THERE IN SEPTEMBER.,negative
ON TO COLUMBIA WE WIN THAT EVERYONE IS UP FOR IT AGAIN FFS ITS OUR COUNTRY  1 LOSS NOT GOOD BUT ITS NOT END WORL,positive
IF YOURE DELUSIONAL AND YOU KNOW IT SING THIS SONG,neutral
SO IF TRUMP DECIDES TO VISIT ONE OF HIS BUSINESSES IN SCOTLAND BECAUSE HE REFUSES TO PROPERLY DIVEST HIMSELF FROM,neutral
RYAN GIGGS IS ON THE TELLY. DIDNT HE WIN THE SHAGGING YOUR BROTHERS WIFE CHAMPIONSHIP,positive
HOW MUCH YOU HAD TO DRINK,positive
THIS WEATHER IS ABSURD ....,negative
NOW PROVIDE THE COUNTER POINT AS TO WHY LAKERS WOULD OFFER UP YOUNG TALENT FOR A PLAYER WHO HASNT PLAYED IN A YEAR.,positive
OUT IN A BEER GARDEN WATCHING POINTLESS. THIS IS WHAT I CAME FOR TBH. SHOULD BE LIKE THIS EVERYDAY REALLY.,negative
AS IF PEOPLE WOULDNT IF THEY COULD...,neutral
MY DOG DIED EARLIER THIS WEEK YET THE MOST DISAPPOINTING PART OF THE WEEK WAS ENGLAND FANS CHEERING THAT BELGIUM GOAL.,negative
THAT IS 100 A LIE. I CANT EVEN WALK INTO MY HOUSE WITHOUT BREAKING DOWN. I DROPPED A BIT OF CHICKEN YESTERDAY AND,negative
I ACTUALLY CANT BE HOME ALONE NOW BECAUSE SHE ISNT THERE.,neutral
YES  WELL DONE VERY MUCH DESERVED,positive
8 CHANGES FOR ENGLAND SEEMS A LOT BUT IN GARETH WE TRUST,neutral
MOMENTUM LOST....  LETS HOPE IT DOESNT COST US,neutral
WOULDNT BE TOO UPSET WITH THAT... OBVIOUSLY A LOT OF CHANGES BUT I THINK THERE WILL BE A FEW PLAYERS,negative
COME ON ENGLAND,neutral
THAT HAS TO BE IN THE BACK OF THE NET.,neutral
DISAPPOINTED WITH THAT PERFORMANCE. THEM PLAYERS DIDNT GIVE A GREAT ACCOUNT FOR THEMSELVES OR PROVE A POINT TO START ON TUESDAY.,positive
AT  WAS AN INCREDIBLE VIEWING EXPERIENCE. ITS AMAZING WHAT LIGHT CLOTH BODIES AND,positive
NEXT WORLD CUP IM GONNA BE 30 FUCKING 30,negative
TREY SONGZ IS STILL A VIBE,neutral
GOING LIVE IN 10MINS,positive
OR ILL PUT THEM ON NOTICE,negative
WAY OUT EAST ... THE TREND SETTERS,neutral
NOT ANOTHER   SURELY NOT,negative
CLASS  ED S SPRINGS TO MIND,neutral
BEEN THERE AND WORE THE TEE SHIRT .. PATHETIC ISNT IT,negative
SINCE WHEN HAVE YOU BEEN A FOOTBALL PUNDIT,neutral
...ANYONE WOULD THINK NEITHER SIDE WANTS TO WIN,positive
SHIT DELIVERY AFTER SHIT DELIVERY FROM TERRENCE TRENT DERBY OR WHATEVER HIS POXY NAME IS,negative
IVE JUST GOT BACK FROM AMERICA FORGOT ABOUT THE TEST AND LIVE 150 MILES AWAY FROM CADWELL PARK...,positive
JESUS FUCKING CHRIST.,negative
HEATHER YOURE STUPID....,negative
I HOPE SO,neutral
I THOUGHT THAT WAS IN,neutral
ANOTHER OPPORTUNITY TO GET MY TAN ON    EDINBURGH UNITED KINGDOM,neutral
THINK ITLL BE TO DO WITH THE PROM TRAFFIC,neutral
I HOPE SOUTHGATE DOESNT DO ANYTHING TOO OBVIOUS TO AID A BELGIUM WIN TONIGHT. LIKE STARTING PHIL JONES.,positive
STRENGTH IN NUMBERS MATE. STRENGTH IN NUMBERS.,neutral
THERES NO PLACE ON EARTH FOR POISONOUS MANIPULATING SCUM THAT POISON PEOPLES WAY OF THOUGHT FOR THEIR OWN GAIN. SHAMOOSH,positive
ABSOLUTE CLUB LEGEND. DESERVED MORE.... SMH,positive
DOON IN THA SPEY  GRANTOWN ON SPEY,neutral
IF HARRY KANE EVER DOES SOMETHING LIKE BATSHUAYI DID WELL ALL BE BANNED FROM LAUGHING,neutral
NICE TO SEE OUR BOYS HAVING A LAUGH AND SMILING INSTEAD OF THE USUAL ROBOT LOOKING SERIOUSNESS,positive
WISH THAT RASHFORD KID WAS HALF AS GOOD AS MAN UNITED FANS SAY HE IS,positive
ROSE MATE KEEP THAT UP,positive
THE WAY DEMEBEL CAN BODY RLC OFF THE BALL LIKE THAT...BEAST.,neutral
ITS A MYTH TO ME WHY DEMBEL WASNT IN BELGIUMS FIRST TEAM.,positive
SOMEONE PLEASE MAKE A GIF OF MARTINEZS REACTION TO JANUZAJS GOAL I BEG THAT HAS GOD TIER MEME POTENTIAL,neutral
VERMAELEN DUNNO IF THATS THE RIGHT SPELLING WEIRD NAME GET S BETTER ONE MATE LOVES GETTING BATTERED DOESNT HE.,positive
RASHFORDS RBR1 BUTTON IS BROKEN,negative
MAYBE MY REVIEW OF ITVS FOOTBALL COVERAGE WAS A BIT HARSH. I CANT GET THE ITV APP TO SHOW THE FOOTBALL. MY REVIEW STILL STANDS.,negative
JUST HAD MY PHD REVIEW AND I JUST THINK ITS SUCH A GOOD IDEA TO HAVE THEM. SOMETIMES ITS NICE TO BE TOLD BY SOMEB,positive
CHEERS FOR THE RT MY FRIEND,neutral
EXACTLY ITS NOT THE PERFORMANCE WE WANTED BUT ITS NO DISASTER THE WELSH AND THE SCOTTS CAN LAUGH ALL THEY,positive
IT WAS A POOR PERFORMANCE TBH FROM OUR SECOND STRING BUT NO HARM DONE I REALLY COULDNT GIVE A SHIT ABO,negative
BE SENDING  HOME,neutral
THE RASHFORD  STERLING DEBATE IS LIKE WHAT WOULD YOU RATHER HAVE SHIT ON YOUR LAWN... A CAT OR DOG. WHO CARES.,negative
THINK ITS HAPPENED AGAIN MATE,neutral
THAT. BALL. ROLL. WHAT A GOAL JANUZAJ,neutral
LOFTUS IS FUCKING AWESOME,positive
LMAOOOOO  WHAT HAPPENED THERE,neutral
RYAN GIGGS REFERRING ENGLAND TO WE THE ENGLISH CUNT WANNABE SISTER INLAW SHAGGING CUNT.,neutral
RYAN GIGGS REFERRING ENGLAND TO WE THE ENGLISH CUNT WANNABE SISTER INLAW SHAGGING FUCKTARD,neutral
SHOULD 100 BEST THAT BELGIUM TEAM.,positive
KANE WILL BE FUMING THOUGH.,neutral
HAPPY THURSDAY FOLKS... THIS CRISPY JERK PORK BELLY LINGUINI HAS BEEN A HIT ON OUR SPECIALS BOARD SIMPLE FLAVOURS,positive
MILLIONAIRE DOUGHNUTS CHOCOLATE DOUGHNUT BURSTING WITH CARAMEL CUSTARD  COMING TO BOURNVILLE VILLAGE FESTIVAL ON,neutral
AND THE TOMATO PLANTS AND CHILLI PLANTS ARE CONTINUING TO THRUST SKYWARDS IN THE SUNNY WARMTH... NOW I GUE,neutral
ITS SUNBATHING WEATHER... EVEN FOR YOUNG BLACKBIRDS...,positive
CERTAINLY IS MIKE,positive
WHOOP  2ND LOT OF TICKETS BOOKED FOR  FOR THE LAST MATINEE ON 8TH SEPTEMBER  EXCITING,positive
LOL YOU CAN PROMPT THEM IF THEY FORGET,positive
QOTD IF YOUD GET STRANDED ON AN ISLAND WHAT 3 THINGS WOULD YOU LIKE TO HAVE WITH YOUID LIKE A KINDLE WIT,neutral
,neutral
,neutral
,neutral
LOVE THIS COMBO  IBD JUST ME N CAPRI  MAGPIE GLITTER OMBR DAISY NAILS INSPIRED BY SOPHRAINBOWNAILS,positive
,neutral
INSPIRED BY,neutral
I SUPPOSE IF YOU CAME ROUND AFTER HAVING TAKEN UNLAWFUL DRUGS TO QUOTE ANNE WIDECOMBE AND SHE WAS THE FIRST THING,positive
CAN HELP WHEN YOURE FEELING STUCK OR STRUGGLING WITH A FEAR PHOBIA OR HABIT THAT GETS YOU DOWN AND,negative
WHAT INSIGHTFUL WRITING ...WELL DONE  PLANNING HERE,neutral
HOW ARE RELIGIOUS GROUPS RESPONDING TO THE VIOLENCE,neutral
CANT DEAL WITH THE DEVON SUNSET THIS EVENING  MAKES MISSING  WORTH IT,positive
IF U GO ON THE MARTIN LEWIS WEBSITE HE HAS A COMPARISON TOOL WHICH WILL FIND THE BEST DEAL FOR YOU.,positive
HOPE YOU OK FIONA AND NOT IN TOO MUCH DISCOMFORT,positive
LOVING THIS,positive
IT LOOKS GREAT  CONGRATS,positive
CONGRATULATIONS,neutral
DUFFY LOOKS STUNNING,positive
HOPE UVE HAD A GOOD DAY MATEY X,positive
HARPERS FIRST  SWIMMING EXPERIENCE.,positive
BELMONT ON FIRE PLEASE BE CAREFUL EVERYONE  HOPE IT GETS PUT OUT SOON LOVE THIS PLACE,positive
PAINFUL TO WATCH UP TO HALF TIME,negative
GREAT CONVERSATION TODAY PLANNING THE FUTURE OF TEAM URGENT CARE,positive
OFF TO LAST  EVENT FOR A WHILE LOOKING AT EARLY  BEFORE I HEAD OFF TO WORK WITH  AMP PROFESSIONALS,positive
TRAUMA INFORMED PRACTICE VERY MUCH RECOGNISES THE NEUROLOGICAL AND PHYSICAL IMPACT OF TR,positive
INDEED NOT I WONDERED IF I WAS THE ONLY ONE WHO ADDS BADGER EVERY TIME THEY MENTION GARETH SOUTHGATE  W,neutral
HAHAHA THIS IS SO TRUE HE WILL ALWAYS BE GARETH SOUTHGATE BADGER TO ME...,positive
LOOKING ON TWITTER THERE IS A SUBSTANTIAL NUMBER OF PEOPLE  ADDING BADGER EVERY TIME THEY HEAR GARETH SOUTHGATE. ARE YOU ONE OF THEM,neutral
TODAY I SAW  ON A NEW TOWN PAVEMENT AMP HEARD  REMINDING PEOPLE TO DRINK PLENTY    WHAT PREAPOCALYPTIC,positive
WELL DONE,neutral
GREAT 1...2,positive
HI KATE  MAIDEN NAME   NO LONGER AT BBC HAVE ADDENBROOKES STORY NEEDS NEWS COVERAGE  WHO TO RING  AND WHAT ARE U UP TO NOW,neutral
WOW THAT SOUNDS LIKE A SERIOUS THREAT SCARY STUFF,negative
JUST WHATS NEEDED AFTER  HAYTIME..,neutral
V INTERESTING TALK ON POWER OF STORYTELLING IN DIFFERENT COMMUNITIES IN IRAN,positive
THANKS  LOVED HEARING ABOUT MAGIC AND SOCIAL CLASS IN CHILDRENS LITERATURE,positive
YAY GO BREMER DEBATING TEAM FANTASTIC ACHIEVEMENT,positive
FFS GROWN MEN,neutral
AS LONG AS HE DOESNT GET INJURED,negative
C WILD BLUEBELL,positive
32TO ENGLAND,neutral
21 TO ENGLAND,neutral
DEXTER,neutral
NOMINATIONS DEADLINE EXTENDED TO 31ST JULY,neutral
SOMETIMES I HATE WATCHING FOOTBALL. SENEGAL ABOUT TO GO OUT DESPITE BEING BETTER TEAM,negative
WHAT A SHITTY SYSTEM. IM SO FUCKING PISSED OFF WITH SENEGAL NOT SETTLING THIS IN FIRST HALF WHEN THEY HAD THE FUCK,negative
QUICK CUP OF TEA WITH  AND CUDDLES WITH MY MAIN MAN  NEWENT GLOUCESTERSHIRE,positive
ITS ALL ABOUT THE LOVE      SPILSBY,positive
CANT WAIT TO SEE ONE OF THESE IN OZ   KANGAS TOO.....BOING,neutral
SO PLEASED TO SHARE THIS VIEW WITH UK FRIENDS AMP COLLEAGUES AND VISITING CANADIAN FRIENDS AMP COLLEAGUES. THE DINNER A,positive
WELL DESERVED HONOURS FOR AN HONOURABLE GENTLEMAN. CONGRATS SIMON,neutral
THE WORLD WILL SOON BE MORE LOVING YOU WILL SEEX,positive
SOME DAYS STUDYING THE FIGHT FOR SUFFRAGE SEEMS SO DEPRESSING TO ME TODAY IT GAVE ME HOPE.,negative
ME TOO.,neutral
YAY FAB,neutral
FEEL THE BURN,neutral
,neutral
